"recorte";"agente";"ano_epidemiologico";"semana_epidemiologica";"inicio_da_semana";"casos"
"Baixada Litorânea";"SARS-CoV-2";2023;18;"2023-04-30";5
"Baixada Litorânea";"SARS-CoV-2";2023;19;"2023-05-07";1
"Baixada Litorânea";"SARS-CoV-2";2023;20;"2023-05-14";1
"Baixada Litorânea";"SARS-CoV-2";2023;21;"2023-05-21";1
"Baixada Litorânea";"SARS-CoV-2";2023;22;"2023-05-28";1
"Baixada Litorânea";"SARS-CoV-2";2023;23;"2023-06-04";0
"Baixada Litorânea";"SARS-CoV-2";2023;24;"2023-06-11";0
"Baixada Litorânea";"SARS-CoV-2";2023;25;"2023-06-18";2
"Baixada Litorânea";"SARS-CoV-2";2023;26;"2023-06-25";5
"Baixada Litorânea";"SARS-CoV-2";2023;27;"2023-07-02";2
"Baixada Litorânea";"SARS-CoV-2";2023;28;"2023-07-09";1
"Baixada Litorânea";"SARS-CoV-2";2023;29;"2023-07-16";1
"Baixada Litorânea";"SARS-CoV-2";2023;30;"2023-07-23";0
"Baixada Litorânea";"SARS-CoV-2";2023;31;"2023-07-30";1
"Baixada Litorânea";"SARS-CoV-2";2023;32;"2023-08-06";1
"Baixada Litorânea";"SARS-CoV-2";2023;33;"2023-08-13";0
"Baixada Litorânea";"SARS-CoV-2";2023;34;"2023-08-20";2
"Baixada Litorânea";"SARS-CoV-2";2023;35;"2023-08-27";1
"Baixada Litorânea";"SARS-CoV-2";2023;36;"2023-09-03";2
"Baixada Litorânea";"SARS-CoV-2";2023;37;"2023-09-10";3
"Baixada Litorânea";"SARS-CoV-2";2023;38;"2023-09-17";1
"Baixada Litorânea";"SARS-CoV-2";2023;39;"2023-09-24";6
"Baixada Litorânea";"SARS-CoV-2";2023;40;"2023-10-01";5
"Baixada Litorânea";"SARS-CoV-2";2023;41;"2023-10-08";2
"Baixada Litorânea";"SARS-CoV-2";2023;42;"2023-10-15";6
"Baixada Litorânea";"SARS-CoV-2";2023;43;"2023-10-22";1
"Baixada Litorânea";"SARS-CoV-2";2023;44;"2023-10-29";3
"Baixada Litorânea";"SARS-CoV-2";2023;45;"2023-11-05";6
"Baixada Litorânea";"SARS-CoV-2";2023;46;"2023-11-12";3
"Baixada Litorânea";"SARS-CoV-2";2023;47;"2023-11-19";2
"Baixada Litorânea";"SARS-CoV-2";2023;48;"2023-11-26";1
"Baixada Litorânea";"SARS-CoV-2";2023;49;"2023-12-03";0
"Baixada Litorânea";"SARS-CoV-2";2023;50;"2023-12-10";1
"Baixada Litorânea";"SARS-CoV-2";2023;51;"2023-12-17";2
"Baixada Litorânea";"SARS-CoV-2";2023;52;"2023-12-24";2
"Baixada Litorânea";"SARS-CoV-2";2024;1;"2023-12-31";1
"Baixada Litorânea";"SARS-CoV-2";2024;2;"2024-01-07";1
"Baixada Litorânea";"SARS-CoV-2";2024;3;"2024-01-14";0
"Baixada Litorânea";"SARS-CoV-2";2024;4;"2024-01-21";2
"Baixada Litorânea";"SARS-CoV-2";2024;5;"2024-01-28";1
"Baixada Litorânea";"SARS-CoV-2";2024;6;"2024-02-04";4
"Baixada Litorânea";"SARS-CoV-2";2024;7;"2024-02-11";4
"Baixada Litorânea";"SARS-CoV-2";2024;8;"2024-02-18";4
"Baixada Litorânea";"SARS-CoV-2";2024;9;"2024-02-25";4
"Baixada Litorânea";"SARS-CoV-2";2024;10;"2024-03-03";1
"Baixada Litorânea";"SARS-CoV-2";2024;11;"2024-03-10";5
"Baixada Litorânea";"SARS-CoV-2";2024;12;"2024-03-17";4
"Baixada Litorânea";"SARS-CoV-2";2024;13;"2024-03-24";0
"Baixada Litorânea";"SARS-CoV-2";2024;14;"2024-03-31";4
"Baixada Litorânea";"SARS-CoV-2";2024;15;"2024-04-07";0
"Baixada Litorânea";"SARS-CoV-2";2024;16;"2024-04-14";0
"Baixada Litorânea";"SARS-CoV-2";2024;17;"2024-04-21";1
"Baixada Litorânea";"SARS-CoV-2";2024;18;"2024-04-28";2
"Baixada Litorânea";"SARS-CoV-2";2024;19;"2024-05-05";0
"Baixada Litorânea";"SARS-CoV-2";2024;20;"2024-05-12";0
"Baixada Litorânea";"SARS-CoV-2";2024;21;"2024-05-19";0
"Baixada Litorânea";"SARS-CoV-2";2024;22;"2024-05-26";0
"Baixada Litorânea";"SARS-CoV-2";2024;23;"2024-06-02";0
"Baixada Litorânea";"SARS-CoV-2";2024;24;"2024-06-09";0
"Baixada Litorânea";"SARS-CoV-2";2024;25;"2024-06-16";0
"Baixada Litorânea";"SARS-CoV-2";2024;26;"2024-06-23";0
"Baixada Litorânea";"SARS-CoV-2";2024;27;"2024-06-30";1
"Baixada Litorânea";"SARS-CoV-2";2024;28;"2024-07-07";0
"Baixada Litorânea";"SARS-CoV-2";2024;29;"2024-07-14";0
"Baixada Litorânea";"SARS-CoV-2";2024;30;"2024-07-21";0
"Baixada Litorânea";"SARS-CoV-2";2024;31;"2024-07-28";0
"Baixada Litorânea";"SARS-CoV-2";2024;32;"2024-08-04";0
"Baixada Litorânea";"SARS-CoV-2";2024;33;"2024-08-11";1
"Baixada Litorânea";"SARS-CoV-2";2024;34;"2024-08-18";1
"Baixada Litorânea";"SARS-CoV-2";2024;35;"2024-08-25";2
"Baixada Litorânea";"SARS-CoV-2";2024;36;"2024-09-01";3
"Baixada Litorânea";"SARS-CoV-2";2024;37;"2024-09-08";0
"Baixada Litorânea";"SARS-CoV-2";2024;38;"2024-09-15";2
"Baixada Litorânea";"SARS-CoV-2";2024;39;"2024-09-22";0
"Baixada Litorânea";"SARS-CoV-2";2024;40;"2024-09-29";1
"Baixada Litorânea";"SARS-CoV-2";2024;41;"2024-10-06";0
"Baixada Litorânea";"SARS-CoV-2";2024;42;"2024-10-13";0
"Baixada Litorânea";"SARS-CoV-2";2024;43;"2024-10-20";3
"Baixada Litorânea";"SARS-CoV-2";2024;44;"2024-10-27";2
"Baixada Litorânea";"SARS-CoV-2";2024;45;"2024-11-03";2
"Baixada Litorânea";"SARS-CoV-2";2024;46;"2024-11-10";4
"Baixada Litorânea";"SARS-CoV-2";2024;47;"2024-11-17";6
"Baixada Litorânea";"SARS-CoV-2";2024;48;"2024-11-24";7
"Baixada Litorânea";"SARS-CoV-2";2024;49;"2024-12-01";3
"Baixada Litorânea";"SARS-CoV-2";2024;50;"2024-12-08";2
"Baixada Litorânea";"SARS-CoV-2";2024;51;"2024-12-15";0
"Baixada Litorânea";"SARS-CoV-2";2024;52;"2024-12-22";3
"Baixada Litorânea";"SARS-CoV-2";2025;1;"2024-12-29";0
"Baixada Litorânea";"SARS-CoV-2";2025;2;"2025-01-05";3
"Baixada Litorânea";"SARS-CoV-2";2025;3;"2025-01-12";1
"Baixada Litorânea";"SARS-CoV-2";2025;4;"2025-01-19";0
"Baixada Litorânea";"SARS-CoV-2";2025;5;"2025-01-26";1
"Baixada Litorânea";"SARS-CoV-2";2025;6;"2025-02-02";0
"Baixada Litorânea";"SARS-CoV-2";2025;7;"2025-02-09";0
"Baixada Litorânea";"SARS-CoV-2";2025;8;"2025-02-16";1
"Baixada Litorânea";"SARS-CoV-2";2025;9;"2025-02-23";2
"Baixada Litorânea";"SARS-CoV-2";2025;10;"2025-03-02";0
"Baixada Litorânea";"SARS-CoV-2";2025;11;"2025-03-09";0
"Baixada Litorânea";"SARS-CoV-2";2025;12;"2025-03-16";1
"Baixada Litorânea";"SARS-CoV-2";2025;13;"2025-03-23";0
"Baixada Litorânea";"SARS-CoV-2";2025;14;"2025-03-30";1
"Baixada Litorânea";"SARS-CoV-2";2025;15;"2025-04-06";0
"Baixada Litorânea";"SARS-CoV-2";2025;16;"2025-04-13";0
"Baixada Litorânea";"SARS-CoV-2";2025;17;"2025-04-20";0
"Baixada Litorânea";"SARS-CoV-2";2025;18;"2025-04-27";0
"Baixada Litorânea";"SARS-CoV-2";2025;19;"2025-05-04";0
"Baixada Litorânea";"SARS-CoV-2";2025;20;"2025-05-11";0
"Baixada Litorânea";"SARS-CoV-2";2025;21;"2025-05-18";1
"Baixada Litorânea";"SARS-CoV-2";2025;22;"2025-05-25";0
"Baixada Litorânea";"SARS-CoV-2";2025;23;"2025-06-01";0
"Baixada Litorânea";"SARS-CoV-2";2025;24;"2025-06-08";0
"Baixada Litorânea";"SARS-CoV-2";2025;25;"2025-06-15";4
"Baixada Litorânea";"SARS-CoV-2";2025;26;"2025-06-22";1
"Baixada Litorânea";"SARS-CoV-2";2025;27;"2025-06-29";0
"Baixada Litorânea";"SARS-CoV-2";2025;28;"2025-07-06";3
"Baixada Litorânea";"SARS-CoV-2";2025;29;"2025-07-13";0
"Baixada Litorânea";"SARS-CoV-2";2025;30;"2025-07-20";1
"Baixada Litorânea";"SARS-CoV-2";2025;31;"2025-07-27";0
"Baixada Litorânea";"SARS-CoV-2";2025;32;"2025-08-03";2
"Baixada Litorânea";"SARS-CoV-2";2025;33;"2025-08-10";1
"Baixada Litorânea";"SARS-CoV-2";2025;34;"2025-08-17";3
"Baixada Litorânea";"SARS-CoV-2";2025;35;"2025-08-24";2
"Baixada Litorânea";"SARS-CoV-2";2025;36;"2025-08-31";3
"Baixada Litorânea";"SARS-CoV-2";2025;37;"2025-09-07";2
"Baixada Litorânea";"SARS-CoV-2";2025;38;"2025-09-14";4
"Baixada Litorânea";"SARS-CoV-2";2025;39;"2025-09-21";2
"Baixada Litorânea";"SARS-CoV-2";2025;40;"2025-09-28";0
"Baixada Litorânea";"SARS-CoV-2";2025;41;"2025-10-05";0
"Baixada Litorânea";"SARS-CoV-2";2025;42;"2025-10-12";1
"Baixada Litorânea";"SARS-CoV-2";2025;43;"2025-10-19";1
"Baixada Litorânea";"SARS-CoV-2";2025;44;"2025-10-26";0
"Baixada Litorânea";"SARS-CoV-2";2025;45;"2025-11-02";0
"Baixada Litorânea";"SARS-CoV-2";2025;46;"2025-11-09";1
"Baixada Litorânea";"SARS-CoV-2";2025;47;"2025-11-16";1
"Baixada Litorânea";"SARS-CoV-2";2025;48;"2025-11-23";0
"Baixada Litorânea";"SARS-CoV-2";2025;49;"2025-11-30";3
"Baixada Litorânea";"SARS-CoV-2";2025;50;"2025-12-07";0
"Baixada Litorânea";"SARS-CoV-2";2025;51;"2025-12-14";0
"Baixada Litorânea";"SARS-CoV-2";2025;52;"2025-12-21";1
"Baixada Litorânea";"SARS-CoV-2";2025;53;"2025-12-28";1
"Baixada Litorânea";"Influenza";2022;1;"2022-01-02";7
"Baixada Litorânea";"Influenza";2022;2;"2022-01-09";1
"Baixada Litorânea";"Influenza";2022;3;"2022-01-16";1
"Baixada Litorânea";"Influenza";2022;4;"2022-01-23";0
"Baixada Litorânea";"Influenza";2022;5;"2022-01-30";0
"Baixada Litorânea";"Influenza";2022;6;"2022-02-06";0
"Baixada Litorânea";"Influenza";2022;7;"2022-02-13";0
"Baixada Litorânea";"Influenza";2022;8;"2022-02-20";0
"Baixada Litorânea";"Influenza";2022;9;"2022-02-27";0
"Baixada Litorânea";"Influenza";2022;10;"2022-03-06";0
"Baixada Litorânea";"Influenza";2022;11;"2022-03-13";0
"Baixada Litorânea";"Influenza";2022;12;"2022-03-20";3
"Baixada Litorânea";"Influenza";2022;13;"2022-03-27";2
"Baixada Litorânea";"Influenza";2022;14;"2022-04-03";0
"Baixada Litorânea";"Influenza";2022;15;"2022-04-10";0
"Baixada Litorânea";"Influenza";2022;16;"2022-04-17";1
"Baixada Litorânea";"Influenza";2022;17;"2022-04-24";0
"Baixada Litorânea";"Influenza";2022;18;"2022-05-01";1
"Baixada Litorânea";"Influenza";2022;19;"2022-05-08";1
"Baixada Litorânea";"Influenza";2022;20;"2022-05-15";0
"Baixada Litorânea";"Influenza";2022;21;"2022-05-22";0
"Baixada Litorânea";"Influenza";2022;22;"2022-05-29";1
"Baixada Litorânea";"Influenza";2022;23;"2022-06-05";0
"Baixada Litorânea";"Influenza";2022;24;"2022-06-12";0
"Baixada Litorânea";"Influenza";2022;25;"2022-06-19";0
"Baixada Litorânea";"Influenza";2022;26;"2022-06-26";0
"Baixada Litorânea";"Influenza";2022;27;"2022-07-03";0
"Baixada Litorânea";"Influenza";2022;28;"2022-07-10";2
"Baixada Litorânea";"Influenza";2022;29;"2022-07-17";0
"Baixada Litorânea";"Influenza";2022;30;"2022-07-24";0
"Baixada Litorânea";"Influenza";2022;31;"2022-07-31";0
"Baixada Litorânea";"Influenza";2022;32;"2022-08-07";0
"Baixada Litorânea";"Influenza";2022;33;"2022-08-14";1
"Baixada Litorânea";"Influenza";2022;34;"2022-08-21";1
"Baixada Litorânea";"Influenza";2022;35;"2022-08-28";1
"Baixada Litorânea";"Influenza";2022;36;"2022-09-04";0
"Baixada Litorânea";"Influenza";2022;37;"2022-09-11";0
"Baixada Litorânea";"Influenza";2022;38;"2022-09-18";0
"Baixada Litorânea";"Influenza";2022;39;"2022-09-25";0
"Baixada Litorânea";"Influenza";2022;40;"2022-10-02";0
"Baixada Litorânea";"Influenza";2022;41;"2022-10-09";0
"Baixada Litorânea";"Influenza";2022;42;"2022-10-16";1
"Baixada Litorânea";"Influenza";2022;43;"2022-10-23";0
"Baixada Litorânea";"Influenza";2022;44;"2022-10-30";0
"Baixada Litorânea";"Influenza";2022;45;"2022-11-06";2
"Baixada Litorânea";"Influenza";2022;46;"2022-11-13";1
"Baixada Litorânea";"Influenza";2022;47;"2022-11-20";0
"Baixada Litorânea";"Influenza";2022;48;"2022-11-27";0
"Baixada Litorânea";"Influenza";2022;49;"2022-12-04";1
"Baixada Litorânea";"Influenza";2022;50;"2022-12-11";0
"Baixada Litorânea";"Influenza";2022;51;"2022-12-18";0
"Baixada Litorânea";"Influenza";2022;52;"2022-12-25";0
"Baixada Litorânea";"Influenza";2023;1;"2023-01-01";0
"Baixada Litorânea";"Influenza";2023;2;"2023-01-08";1
"Baixada Litorânea";"Influenza";2023;3;"2023-01-15";2
"Baixada Litorânea";"Influenza";2023;4;"2023-01-22";0
"Baixada Litorânea";"Influenza";2023;5;"2023-01-29";0
"Baixada Litorânea";"Influenza";2023;6;"2023-02-05";0
"Baixada Litorânea";"Influenza";2023;7;"2023-02-12";1
"Baixada Litorânea";"Influenza";2023;8;"2023-02-19";1
"Baixada Litorânea";"Influenza";2023;9;"2023-02-26";1
"Baixada Litorânea";"Influenza";2023;10;"2023-03-05";1
"Baixada Litorânea";"Influenza";2023;11;"2023-03-12";0
"Baixada Litorânea";"Influenza";2023;12;"2023-03-19";0
"Baixada Litorânea";"Influenza";2023;13;"2023-03-26";1
"Baixada Litorânea";"Influenza";2023;14;"2023-04-02";1
"Baixada Litorânea";"Influenza";2023;15;"2023-04-09";2
"Baixada Litorânea";"Influenza";2023;16;"2023-04-16";0
"Baixada Litorânea";"Influenza";2023;17;"2023-04-23";1
"Baixada Litorânea";"Influenza";2023;18;"2023-04-30";5
"Baixada Litorânea";"Influenza";2023;19;"2023-05-07";3
"Baixada Litorânea";"Influenza";2023;20;"2023-05-14";4
"Baixada Litorânea";"Influenza";2023;21;"2023-05-21";1
"Baixada Litorânea";"Influenza";2023;22;"2023-05-28";3
"Baixada Litorânea";"Influenza";2023;23;"2023-06-04";0
"Baixada Litorânea";"Influenza";2023;24;"2023-06-11";1
"Baixada Litorânea";"Influenza";2023;25;"2023-06-18";3
"Baixada Litorânea";"Influenza";2023;26;"2023-06-25";3
"Baixada Litorânea";"Influenza";2023;27;"2023-07-02";2
"Baixada Litorânea";"Influenza";2023;28;"2023-07-09";3
"Baixada Litorânea";"Influenza";2023;29;"2023-07-16";3
"Baixada Litorânea";"Influenza";2023;30;"2023-07-23";6
"Baixada Litorânea";"Influenza";2023;31;"2023-07-30";0
"Baixada Litorânea";"Influenza";2023;32;"2023-08-06";0
"Baixada Litorânea";"Influenza";2023;33;"2023-08-13";0
"Baixada Litorânea";"Influenza";2023;34;"2023-08-20";0
"Baixada Litorânea";"Influenza";2023;35;"2023-08-27";1
"Baixada Litorânea";"Influenza";2023;36;"2023-09-03";1
"Baixada Litorânea";"Influenza";2023;37;"2023-09-10";0
"Baixada Litorânea";"Influenza";2023;38;"2023-09-17";1
"Baixada Litorânea";"Influenza";2023;39;"2023-09-24";0
"Baixada Litorânea";"Influenza";2023;40;"2023-10-01";0
"Baixada Litorânea";"Influenza";2023;41;"2023-10-08";0
"Baixada Litorânea";"Influenza";2023;42;"2023-10-15";0
"Baixada Litorânea";"Influenza";2023;43;"2023-10-22";2
"Baixada Litorânea";"Influenza";2023;44;"2023-10-29";1
"Baixada Litorânea";"Influenza";2023;45;"2023-11-05";0
"Baixada Litorânea";"Influenza";2023;46;"2023-11-12";0
"Baixada Litorânea";"Influenza";2023;47;"2023-11-19";1
"Baixada Litorânea";"Influenza";2023;48;"2023-11-26";0
"Baixada Litorânea";"Influenza";2023;49;"2023-12-03";0
"Baixada Litorânea";"Influenza";2023;50;"2023-12-10";0
"Baixada Litorânea";"Influenza";2023;51;"2023-12-17";0
"Baixada Litorânea";"Influenza";2023;52;"2023-12-24";0
"Baixada Litorânea";"Influenza";2024;1;"2023-12-31";0
"Baixada Litorânea";"Influenza";2024;2;"2024-01-07";0
"Baixada Litorânea";"Influenza";2024;3;"2024-01-14";0
"Baixada Litorânea";"Influenza";2024;4;"2024-01-21";1
"Baixada Litorânea";"Influenza";2024;5;"2024-01-28";1
"Baixada Litorânea";"Influenza";2024;6;"2024-02-04";1
"Baixada Litorânea";"Influenza";2024;7;"2024-02-11";1
"Baixada Litorânea";"Influenza";2024;8;"2024-02-18";3
"Baixada Litorânea";"Influenza";2024;9;"2024-02-25";2
"Baixada Litorânea";"Influenza";2024;10;"2024-03-03";4
"Baixada Litorânea";"Influenza";2024;11;"2024-03-10";5
"Baixada Litorânea";"Influenza";2024;12;"2024-03-17";7
"Baixada Litorânea";"Influenza";2024;13;"2024-03-24";1
"Baixada Litorânea";"Influenza";2024;14;"2024-03-31";6
"Baixada Litorânea";"Influenza";2024;15;"2024-04-07";3
"Baixada Litorânea";"Influenza";2024;16;"2024-04-14";4
"Baixada Litorânea";"Influenza";2024;17;"2024-04-21";6
"Baixada Litorânea";"Influenza";2024;18;"2024-04-28";3
"Baixada Litorânea";"Influenza";2024;19;"2024-05-05";3
"Baixada Litorânea";"Influenza";2024;20;"2024-05-12";3
"Baixada Litorânea";"Influenza";2024;21;"2024-05-19";7
"Baixada Litorânea";"Influenza";2024;22;"2024-05-26";3
"Baixada Litorânea";"Influenza";2024;23;"2024-06-02";2
"Baixada Litorânea";"Influenza";2024;24;"2024-06-09";2
"Baixada Litorânea";"Influenza";2024;25;"2024-06-16";2
"Baixada Litorânea";"Influenza";2024;26;"2024-06-23";1
"Baixada Litorânea";"Influenza";2024;27;"2024-06-30";1
"Baixada Litorânea";"Influenza";2024;28;"2024-07-07";0
"Baixada Litorânea";"Influenza";2024;29;"2024-07-14";1
"Baixada Litorânea";"Influenza";2024;30;"2024-07-21";0
"Baixada Litorânea";"Influenza";2024;31;"2024-07-28";0
"Baixada Litorânea";"Influenza";2024;32;"2024-08-04";0
"Baixada Litorânea";"Influenza";2024;33;"2024-08-11";0
"Baixada Litorânea";"Influenza";2024;34;"2024-08-18";2
"Baixada Litorânea";"Influenza";2024;35;"2024-08-25";0
"Baixada Litorânea";"Influenza";2024;36;"2024-09-01";3
"Baixada Litorânea";"Influenza";2024;37;"2024-09-08";2
"Baixada Litorânea";"Influenza";2024;38;"2024-09-15";0
"Baixada Litorânea";"Influenza";2024;39;"2024-09-22";2
"Baixada Litorânea";"Influenza";2024;40;"2024-09-29";1
"Baixada Litorânea";"Influenza";2024;41;"2024-10-06";5
"Baixada Litorânea";"Influenza";2024;42;"2024-10-13";3
"Baixada Litorânea";"Influenza";2024;43;"2024-10-20";5
"Baixada Litorânea";"Influenza";2024;44;"2024-10-27";2
"Baixada Litorânea";"Influenza";2024;45;"2024-11-03";0
"Baixada Litorânea";"Influenza";2024;46;"2024-11-10";0
"Baixada Litorânea";"Influenza";2024;47;"2024-11-17";3
"Baixada Litorânea";"Influenza";2024;48;"2024-11-24";3
"Baixada Litorânea";"Influenza";2024;49;"2024-12-01";0
"Baixada Litorânea";"Influenza";2024;50;"2024-12-08";0
"Baixada Litorânea";"Influenza";2024;51;"2024-12-15";0
"Baixada Litorânea";"Influenza";2024;52;"2024-12-22";0
"Baixada Litorânea";"Influenza";2025;1;"2024-12-29";3
"Baixada Litorânea";"Influenza";2025;2;"2025-01-05";2
"Baixada Litorânea";"Influenza";2025;3;"2025-01-12";1
"Baixada Litorânea";"Influenza";2025;4;"2025-01-19";1
"Baixada Litorânea";"Influenza";2025;5;"2025-01-26";0
"Baixada Litorânea";"Influenza";2025;6;"2025-02-02";1
"Baixada Litorânea";"Influenza";2025;7;"2025-02-09";0
"Baixada Litorânea";"Influenza";2025;8;"2025-02-16";0
"Baixada Litorânea";"Influenza";2025;9;"2025-02-23";0
"Baixada Litorânea";"Influenza";2025;10;"2025-03-02";0
"Baixada Litorânea";"Influenza";2025;11;"2025-03-09";0
"Baixada Litorânea";"Influenza";2025;12;"2025-03-16";1
"Baixada Litorânea";"Influenza";2025;13;"2025-03-23";1
"Baixada Litorânea";"Influenza";2025;14;"2025-03-30";1
"Baixada Litorânea";"Influenza";2025;15;"2025-04-06";0
"Baixada Litorânea";"Influenza";2025;16;"2025-04-13";2
"Baixada Litorânea";"Influenza";2025;17;"2025-04-20";4
"Baixada Litorânea";"Influenza";2025;18;"2025-04-27";3
"Baixada Litorânea";"Influenza";2025;19;"2025-05-04";5
"Baixada Litorânea";"Influenza";2025;20;"2025-05-11";7
"Baixada Litorânea";"Influenza";2025;21;"2025-05-18";12
"Baixada Litorânea";"Influenza";2025;22;"2025-05-25";9
"Baixada Litorânea";"Influenza";2025;23;"2025-06-01";8
"Baixada Litorânea";"Influenza";2025;24;"2025-06-08";5
"Baixada Litorânea";"Influenza";2025;25;"2025-06-15";3
"Baixada Litorânea";"Influenza";2025;26;"2025-06-22";2
"Baixada Litorânea";"Influenza";2025;27;"2025-06-29";1
"Baixada Litorânea";"Influenza";2025;28;"2025-07-06";0
"Baixada Litorânea";"Influenza";2025;29;"2025-07-13";2
"Baixada Litorânea";"Influenza";2025;30;"2025-07-20";0
"Baixada Litorânea";"Influenza";2025;31;"2025-07-27";1
"Baixada Litorânea";"Influenza";2025;32;"2025-08-03";0
"Baixada Litorânea";"Influenza";2025;33;"2025-08-10";0
"Baixada Litorânea";"Influenza";2025;34;"2025-08-17";0
"Baixada Litorânea";"Influenza";2025;35;"2025-08-24";1
"Baixada Litorânea";"Influenza";2025;36;"2025-08-31";0
"Baixada Litorânea";"Influenza";2025;37;"2025-09-07";0
"Baixada Litorânea";"Influenza";2025;38;"2025-09-14";2
"Baixada Litorânea";"Influenza";2025;39;"2025-09-21";2
"Baixada Litorânea";"Influenza";2025;40;"2025-09-28";2
"Baixada Litorânea";"Influenza";2025;41;"2025-10-05";2
"Baixada Litorânea";"Influenza";2025;42;"2025-10-12";0
"Baixada Litorânea";"Influenza";2025;43;"2025-10-19";0
"Baixada Litorânea";"Influenza";2025;44;"2025-10-26";0
"Baixada Litorânea";"Influenza";2025;45;"2025-11-02";1
"Baixada Litorânea";"Influenza";2025;46;"2025-11-09";2
"Baixada Litorânea";"Influenza";2025;47;"2025-11-16";2
"Baixada Litorânea";"Influenza";2025;48;"2025-11-23";5
"Baixada Litorânea";"Influenza";2025;49;"2025-11-30";1
"Baixada Litorânea";"Influenza";2025;50;"2025-12-07";0
"Baixada Litorânea";"Influenza";2025;51;"2025-12-14";0
"Baixada Litorânea";"Influenza";2025;52;"2025-12-21";1
"Baixada Litorânea";"Influenza";2025;53;"2025-12-28";1
"Baixada Litorânea";"VSR";2022;1;"2022-01-02";1
"Baixada Litorânea";"VSR";2022;2;"2022-01-09";1
"Baixada Litorânea";"VSR";2022;3;"2022-01-16";0
"Baixada Litorânea";"VSR";2022;4;"2022-01-23";0
"Baixada Litorânea";"VSR";2022;5;"2022-01-30";0
"Baixada Litorânea";"VSR";2022;6;"2022-02-06";0
"Baixada Litorânea";"VSR";2022;7;"2022-02-13";0
"Baixada Litorânea";"VSR";2022;8;"2022-02-20";0
"Baixada Litorânea";"VSR";2022;9;"2022-02-27";0
"Baixada Litorânea";"VSR";2022;10;"2022-03-06";1
"Baixada Litorânea";"VSR";2022;11;"2022-03-13";0
"Baixada Litorânea";"VSR";2022;12;"2022-03-20";0
"Baixada Litorânea";"VSR";2022;13;"2022-03-27";2
"Baixada Litorânea";"VSR";2022;14;"2022-04-03";4
"Baixada Litorânea";"VSR";2022;15;"2022-04-10";7
"Baixada Litorânea";"VSR";2022;16;"2022-04-17";2
"Baixada Litorânea";"VSR";2022;17;"2022-04-24";2
"Baixada Litorânea";"VSR";2022;18;"2022-05-01";1
"Baixada Litorânea";"VSR";2022;19;"2022-05-08";3
"Baixada Litorânea";"VSR";2022;20;"2022-05-15";6
"Baixada Litorânea";"VSR";2022;21;"2022-05-22";2
"Baixada Litorânea";"VSR";2022;22;"2022-05-29";1
"Baixada Litorânea";"VSR";2022;23;"2022-06-05";0
"Baixada Litorânea";"VSR";2022;24;"2022-06-12";1
"Baixada Litorânea";"VSR";2022;25;"2022-06-19";0
"Baixada Litorânea";"VSR";2022;26;"2022-06-26";0
"Baixada Litorânea";"VSR";2022;27;"2022-07-03";0
"Baixada Litorânea";"VSR";2022;28;"2022-07-10";0
"Baixada Litorânea";"VSR";2022;29;"2022-07-17";0
"Baixada Litorânea";"VSR";2022;30;"2022-07-24";0
"Baixada Litorânea";"VSR";2022;31;"2022-07-31";0
"Baixada Litorânea";"VSR";2022;32;"2022-08-07";0
"Baixada Litorânea";"VSR";2022;33;"2022-08-14";0
"Baixada Litorânea";"VSR";2022;34;"2022-08-21";0
"Baixada Litorânea";"VSR";2022;35;"2022-08-28";0
"Baixada Litorânea";"VSR";2022;36;"2022-09-04";0
"Baixada Litorânea";"VSR";2022;37;"2022-09-11";0
"Baixada Litorânea";"VSR";2022;38;"2022-09-18";0
"Baixada Litorânea";"VSR";2022;39;"2022-09-25";0
"Baixada Litorânea";"VSR";2022;40;"2022-10-02";0
"Baixada Litorânea";"VSR";2022;41;"2022-10-09";0
"Baixada Litorânea";"VSR";2022;42;"2022-10-16";0
"Baixada Litorânea";"VSR";2022;43;"2022-10-23";0
"Baixada Litorânea";"VSR";2022;44;"2022-10-30";0
"Baixada Litorânea";"VSR";2022;45;"2022-11-06";0
"Baixada Litorânea";"VSR";2022;46;"2022-11-13";0
"Baixada Litorânea";"VSR";2022;47;"2022-11-20";0
"Baixada Litorânea";"VSR";2022;48;"2022-11-27";0
"Baixada Litorânea";"VSR";2022;49;"2022-12-04";0
"Baixada Litorânea";"VSR";2022;50;"2022-12-11";0
"Baixada Litorânea";"VSR";2022;51;"2022-12-18";0
"Baixada Litorânea";"VSR";2022;52;"2022-12-25";0
"Baixada Litorânea";"VSR";2023;1;"2023-01-01";0
"Baixada Litorânea";"VSR";2023;2;"2023-01-08";0
"Baixada Litorânea";"VSR";2023;3;"2023-01-15";0
"Baixada Litorânea";"VSR";2023;4;"2023-01-22";0
"Baixada Litorânea";"VSR";2023;5;"2023-01-29";0
"Baixada Litorânea";"VSR";2023;6;"2023-02-05";0
"Baixada Litorânea";"VSR";2023;7;"2023-02-12";0
"Baixada Litorânea";"VSR";2023;8;"2023-02-19";0
